Strength,Attack_Speed,Moving_Speed,Critical,Defensive,CON,Range,HP,CurHp,Type,PositionX,PositionY,Target,State,ID,AttackedCount,Move_Target,Attack_Target,isCheck,coolTime_Attack_Start,Monster_Attack_Speed,Monster_Skill_CoolTime,Skill_number,End,Monster_Damage,Monster_Moving_Speed,Monster_Range,Monster_Defensive,Monster_Critical,Monster_Sight,Monster_Enemy_1,Monster_Enemy_2,Monster_Enemy_3,Monster_Enemy_4,Monster_Home_1,Monster_Home_2,Monster_Home_3,Monster_Home_4,Monster_Avoid_State,Monster_Enemy_Total,Monster_Home_Total,Monster_Avoid_Time,Monster_Total_Damage,Monster_Enemy_Defensive,Monster_Total_AttackedDamage,Monster_Total_Defense,Monster_Enemy_CurHp,Monster_Total_AttackedCount,Monster_Total_AttackCount,Monster_Avoid_Value,Monster_Strength_Value,Monster_Attack_Speed_Value,Monster_Moving_Speed_Value,Monster_Critical_Value,Monster_Defensive_Value,Monster_CON_Value,Monster_Range_Value,coolTime_Skill_Start_1,coolTime_Skill_Start_2,coolTime_Skill_Start_3,coolTime_Skill_Start_4,coolTime_Skill_Start_5,coolTime_Skill_Start_6,coolTime_Skill_Start_7,
12,12,12,12,12,28,12,1400,1400,1,6.24747705459595,-3.94098997116089,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,6.10657072067261,-3.88439512252808,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.99725532531738,-3.84040522575378,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.88229370117188,-3.79406070709229,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.77226066589355,-3.74962472915649,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.66177129745483,-3.70492815971375,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.55299186706543,-3.66084933280945,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.44339847564697,-3.61636757850647,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.3261194229126,-3.56868457794189,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
12,12,12,12,12,28,12,1400,1400,1,5.21451807022095,-3.52323317527771,1,1,5,0,1,-1,0,0,2.8,60,0,0,12,0.600000023841858,3,12,12,3,0,20,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,11.1284370422363,
