Angle1,Angle2,State,Result,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,1,0,
13,45,3,0,
13,45,3,0,
13,45,3,0,
13,45,3,0,
295,282,1,0,
295,282,1,0,
295,282,1,0,
295,282,1,0,
295,282,1,0,
295,282,2,0,
295,282,2,0,
295,282,2,0,
295,282,2,0,
295,282,2,0,
295,282,2,0,
39,290,1,0,
39,290,1,0,
39,290,2,0,
39,290,2,0,
39,290,2,0,
39,290,2,0,
39,290,2,0,
39,290,3,0,
308,321,1,0,
308,321,1,0,
308,321,1,0,
308,321,1,0,
308,321,2,0,
308,321,2,0,
308,321,2,0,
308,321,2,0,
308,321,2,0,
324,60,1,0,
324,60,1,0,
324,60,1,0,
324,60,1,0,
324,60,1,0,
324,60,2,0,
324,60,3,0,
324,60,3,0,
324,60,3,0,
324,60,3,0,
43,348,1,0,
43,348,1,0,
43,348,2,0,
43,348,2,0,
43,348,2,0,
43,348,3,0,
43,348,3,0,
43,348,3,0,
43,348,3,0,
43,348,3,0,
322,15,1,0,
322,15,1,0,
322,15,1,0,
322,15,1,0,
322,15,2,0,
322,15,2,0,
322,15,2,0,
322,15,3,0,
333,80,1,0,
333,80,1,0,
333,80,1,0,
333,80,1,0,
333,80,3,0,
333,80,3,0,
333,80,3,0,
333,80,3,0,
333,80,3,0,
333,80,3,0,
333,80,3,0,
302,0,1,0,
302,0,1,0,
302,0,1,0,
302,0,1,0,
302,0,1,0,
302,0,2,0,
302,0,2,0,
302,0,2,0,
302,0,3,0,
18,15,1,0,
18,15,1,0,
18,15,2,0,
18,15,2,0,
18,15,2,0,
18,15,3,0,
18,15,3,0,
18,15,3,0,
18,15,3,0,
18,15,3,0,
59,80,1,0,
59,80,2,0,
59,80,3,0,
59,80,3,0,
59,80,3,0,
59,80,3,0,
59,80,3,0,
46,51,1,0,
46,51,2,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,51,3,0,
46,64,1,0,
46,64,1,0,
46,64,3,0,
46,64,3,0,
46,64,3,0,
46,64,3,0,
46,64,3,0,
46,64,3,0,
46,64,3,0,
46,64,4,0,
339,302,1,0,
339,302,1,0,
339,302,1,0,
339,302,2,0,
339,302,2,0,
339,302,2,0,
339,302,2,0,
339,302,2,0,
339,302,3,0,
37,350,1,0,
37,350,1,0,
37,350,2,0,
37,350,2,0,
37,350,2,0,
37,350,3,0,
37,350,3,0,
37,350,3,0,
37,350,3,0,
37,350,3,0,
309,324,1,0,
309,324,1,0,
309,324,1,0,
309,324,1,0,
309,324,1,0,
309,324,2,0,
309,324,2,0,
309,324,2,0,
309,324,2,0,
309,324,3,0,
311,21,1,0,
311,21,1,0,
311,21,1,0,
311,21,1,0,
311,21,2,0,
311,21,2,0,
311,21,2,0,
311,21,3,0,
65,340,1,3.95510292053223,
65,340,2,3.95510292053223,
65,340,2,3.95510292053223,
65,340,2,3.95510292053223,
65,340,2,3.95510292053223,
65,340,3,3.95510292053223,
65,340,3,3.95510292053223,
65,340,3,3.95510292053223,
65,340,3,3.95510292053223,
65,340,3,3.95510292053223,
10,25.2,1,12.3268175125122,
10,25.2,1,12.3268175125122,
10,25.2,2,12.3268175125122,
10,25.2,2,12.3268175125122,
10,25.2,2,12.3268175125122,
10,25.2,3,12.3268175125122,
10,25.2,3,12.3268175125122,
10,25.2,3,12.3268175125122,
10,25.2,3,12.3268175125122,
10,25.2,3,12.3268175125122,
10,25.2,1,13.8486213684082,
10,25.2,1,13.8486213684082,
10,25.2,1,13.8486213684082,
10,25.2,2,13.8486213684082,
10,25.2,2,13.8486213684082,
10,25.2,3,13.8486213684082,
10,25.2,3,13.8486213684082,
10,25.2,3,13.8486213684082,
10,25.2,3,13.8486213684082,
10,25.2,3,13.8486213684082,
54,279,1,0,
54,279,2,0,
54,279,2,0,
54,279,2,0,
54,279,2,0,
54,279,2,0,
54,279,2,0,
54,279,3,0,
344,0,1,2.0149028301239,
344,0,1,2.0149028301239,
