Angle1,Angle2,State,Result,
317,322,1,0,
317,322,1,0,
317,322,1,0,
317,322,1,0,
317,322,2,0,
317,322,2,0,
317,322,2,0,
317,322,2,0,
317,322,3,0,
313,24,1,2.10348033905029,
313,24,1,2.10348033905029,
313,24,1,2.10348033905029,
313,24,1,2.10348033905029,
313,24,1,2.10348033905029,
313,24,2,2.10348033905029,
313,24,2,2.10348033905029,
313,24,3,2.10348033905029,
49.28,340,1,5.58117628097534,
49.28,340,1,5.58117628097534,
49.28,340,2,5.58117628097534,
49.28,340,2,5.58117628097534,
49.28,340,2,5.58117628097534,
49.28,340,3,5.58117628097534,
49.28,340,3,5.58117628097534,
49.28,340,3,5.58117628097534,
