Angle1,Angle2,State,Result,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,1,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,2,0,
328,327,3,0,
18,59,1,0,
18,59,1,0,
18,59,2,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
18,59,3,0,
12,77,1,0,
12,77,1,0,
12,77,2,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
12,77,3,0,
320,336,1,0,
320,336,1,0,
320,336,1,0,
320,336,1,0,
320,336,2,0,
320,336,2,0,
320,336,2,0,
320,336,2,0,
320,336,3,0,
83,273,2,0,
83,273,2,0,
83,273,2,0,
83,273,2,0,
83,273,2,0,
83,273,2,0,
83,273,3,0,
10,55,1,0,
10,55,1,0,
10,55,1,0,
10,55,2,0,
10,55,3,0,
10,55,3,0,
10,55,3,0,
10,55,3,0,
10,55,3,0,
10,55,3,0,
10,55,3,0,
287,46,1,0,
287,46,1,0,
287,46,1,0,
287,46,1,0,
287,46,1,0,
287,46,1,0,
287,46,2,0,
287,46,3,0,
66,62,1,0,
66,62,2,0,
66,62,3,0,
66,62,3,0,
66,62,3,0,
66,62,3,0,
66,62,3,0,
66,62,3,0,
44,30,1,0,
44,30,2,0,
44,30,2,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
44,30,3,0,
343,331,1,0,
343,331,1,0,
343,331,1,0,
343,331,1,0,
343,331,2,0,
343,331,2,0,
343,331,2,0,
343,331,2,0,
343,331,3,0,
302,308,1,0,
302,308,1,0,
302,308,1,0,
302,308,1,0,
302,308,1,0,
302,308,2,0,
302,308,2,0,
302,308,2,0,
302,308,2,0,
302,308,3,0,
78,17,1,0,
78,17,2,0,
78,17,2,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
78,17,3,0,
48,306,1,0,
48,306,2,0,
48,306,2,0,
48,306,2,0,
48,306,2,0,
48,306,2,0,
48,306,3,0,
48,306,3,0,
73,319,2,0,
73,319,2,0,
73,319,2,0,
73,319,2,0,
73,319,2,0,
73,319,3,0,
73,319,3,0,
73,319,3,0,
73,319,3,0,
1,358,1,0,
1,358,1,0,
1,358,1,0,
1,358,2,0,
1,358,2,0,
1,358,2,0,
1,358,3,0,
1,358,3,0,
273,80,1,0,
273,80,1,0,
273,80,1,0,
273,80,1,0,
273,80,1,0,
273,80,1,0,
273,80,2,0,
273,80,3,0,
32,25,1,0,
32,25,1,0,
32,25,2,0,
32,25,2,0,
32,25,3,0,
32,25,3,0,
32,25,3,0,
32,25,3,0,
32,25,3,0,
32,25,3,0,
32,25,3,0,
342,21,1,11.4474439620972,
342,21,1,11.4474439620972,
342,21,1,11.4474439620972,
342,21,1,11.4474439620972,
342,21,2,11.4474439620972,
342,21,2,11.4474439620972,
342,21,3,11.4474439620972,
342,21,3,11.4474439620972,
342,21,4,11.4474439620972,
10,25.2,1,8.72619724273682,
10,25.2,1,8.72619724273682,
10,25.2,1,8.72619724273682,
10,25.2,2,8.72619724273682,
10,25.2,2,8.72619724273682,
10,25.2,3,8.72619724273682,
10,25.2,3,8.72619724273682,
10,25.2,3,8.72619724273682,
10,25.2,3,8.72619724273682,
10,25.2,3,8.72619724273682,
15,297,1,0,
15,297,1,0,
15,297,2,0,
15,297,2,0,
15,297,2,0,
15,297,2,0,
15,297,2,0,
15,297,3,0,
344,0,1,1.94189488887787,
344,0,1,1.94189488887787,
344,0,1,1.94189488887787,
344,0,2,1.94189488887787,
344,0,2,1.94189488887787,
344,0,2,1.94189488887787,
344,0,3,1.94189488887787,
344,0,3,1.94189488887787,
344,29,1,5.51050567626953,
344,29,1,5.51050567626953,
344,29,1,5.51050567626953,
344,29,2,5.51050567626953,
344,29,2,5.51050567626953,
344,29,3,5.51050567626953,
344,29,3,5.51050567626953,
344,29,3,5.51050567626953,
344,29,3,5.51050567626953,
296,283,1,0,
296,283,1,0,
296,283,1,0,
296,283,1,0,
296,283,1,0,
296,283,2,0,
296,283,2,0,
296,283,2,0,
296,283,2,0,
296,283,2,0,
296,283,2,0,
20.8,11,1,0.242817044258118,
20.8,11,1,0.242817044258118,
20.8,11,2,0.242817044258118,
20.8,11,2,0.242817044258118,
20.8,11,2,0.242817044258118,
20.8,11,3,0.242817044258118,
20.8,11,3,0.242817044258118,
20.8,11,3,0.242817044258118,
20.8,11,3,0.242817044258118,
20.8,11,3,0.242817044258118,
20.8,11,1,12.9510164260864,
20.8,11,1,12.9510164260864,
20.8,11,1,12.9510164260864,
20.8,11,2,12.9510164260864,
20.8,11,2,12.9510164260864,
20.8,11,3,12.9510164260864,
20.8,11,3,12.9510164260864,
20.8,11,3,12.9510164260864,
20.8,11,3,12.9510164260864,
20.8,11,3,12.9510164260864,
25.6,11,1,12.9510154724121,
25.6,11,1,12.9510154724121,
25.6,11,2,12.9510154724121,
25.6,11,2,12.9510154724121,
25.6,11,3,12.9510154724121,
25.6,11,3,12.9510154724121,
25.6,11,3,12.9510154724121,
25.6,11,3,12.9510154724121,
25.6,11,3,12.9510154724121,
25.6,11,4,12.9510154724121,
20.8,14.4,1,13.1526346206665,
20.8,14.4,1,13.1526346206665,
20.8,14.4,2,13.1526346206665,
20.8,14.4,2,13.1526346206665,
20.8,14.4,3,13.1526346206665,
20.8,14.4,3,13.1526346206665,
20.8,14.4,3,13.1526346206665,
20.8,14.4,3,13.1526346206665,
20.8,14.4,3,13.1526346206665,
20.8,14.4,0,13.2913360595703,
25.6,13.2,1,13.2913360595703,
25.6,13.2,1,13.2913360595703,
25.6,13.2,1,13.2913360595703,
25.6,13.2,2,13.2913360595703,
25.6,13.2,2,13.2913360595703,
25.6,13.2,3,13.2913360595703,
25.6,13.2,3,13.2913360595703,
25.6,13.2,3,13.2913360595703,
25.6,13.2,3,13.2913360595703,
25.6,13.2,3,13.2913360595703,
25.6,13.2,0,13.152624130249,
25.6,13.2,1,13.152624130249,
25.6,13.2,1,13.152624130249,
25.6,13.2,2,13.152624130249,
25.6,13.2,2,13.152624130249,
25.6,13.2,3,13.152624130249,
25.6,13.2,3,13.152624130249,
25.6,13.2,3,13.152624130249,
25.6,13.2,3,13.152624130249,
25.6,13.2,3,13.152624130249,
25.6,13.2,4,13.152624130249,
30.72,10.56,1,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,1,12.936861038208,
30.72,10.56,1,12.936861038208,
30.72,10.56,2,12.936861038208,
30.72,10.56,2,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,3,12.936861038208,
30.72,10.56,1,12.9368457794189,
30.72,10.56,1,12.9368457794189,
30.72,10.56,2,12.9368457794189,
30.72,10.56,2,12.9368457794189,
30.72,10.56,2,12.9368457794189,
30.72,10.56,3,12.9368457794189,
30.72,10.56,3,12.9368457794189,
30.72,10.56,3,12.9368457794189,
30.72,10.56,3,12.9368457794189,
30.72,10.56,3,12.9368457794189,
30.72,12.672,1,12.9368362426758,
30.72,12.672,1,12.9368362426758,
30.72,12.672,2,12.9368362426758,
30.72,12.672,2,12.9368362426758,
30.72,12.672,2,12.9368362426758,
30.72,12.672,3,12.9368362426758,
30.72,12.672,3,12.9368362426758,
30.72,12.672,3,12.9368362426758,
30.72,12.672,3,12.9368362426758,
30.72,12.672,3,12.9368362426758,
30.72,12.672,1,12.7406730651855,
30.72,12.672,1,12.7406730651855,
30.72,12.672,2,12.7406730651855,
30.72,12.672,2,12.7406730651855,
30.72,12.672,2,12.7406730651855,
30.72,12.672,3,12.7406730651855,
30.72,12.672,3,12.7406730651855,
30.72,12.672,3,12.7406730651855,
30.72,12.672,3,12.7406730651855,
