Angle1,Angle2,State,Result,
64,39,2,0,
64,39,2,0,
64,39,3,0,
64,39,3,0,
64,39,3,0,
64,39,3,0,
61.6,340,1,-7.17063236236572,
61.6,340,2,-7.17063236236572,
61.6,340,2,-7.17063236236572,
61.6,340,2,-7.17063236236572,
61.6,340,3,-7.17063236236572,
61.6,340,3,-7.17063236236572,
61.6,340,3,-7.17063236236572,
49.28,340,1,10.4059057235718,
49.28,340,1,10.4059057235718,
49.28,340,2,10.4059057235718,
49.28,340,2,10.4059057235718,
49.28,340,2,10.4059057235718,
49.28,340,3,10.4059057235718,
49.28,340,3,10.4059057235718,
49.28,340,3,10.4059057235718,
