Angle1,Angle2,State,Result,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,1,0,
4,8,2,0,
4,8,2,0,
4,8,3,0,
4,8,3,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,1,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,2,0,
289,286,3,0,
2,287,1,0,
2,287,1,0,
2,287,1,0,
2,287,2,0,
2,287,2,0,
2,287,2,0,
2,287,2,0,
2,287,2,0,
2,287,2,0,
2,287,0,1.15193462371826,
68,330,2,0,
68,330,2,0,
68,330,2,0,
68,330,2,0,
68,330,3,0,
68,330,3,0,
68,330,3,0,
68,330,3,0,
68,330,3,0,
68,330,3,0,
307,2,1,0,
307,2,1,0,
307,2,1,0,
307,2,1,0,
307,2,1,0,
307,2,2,0,
307,2,2,0,
307,2,2,0,
321,319,1,0,
321,319,1,0,
321,319,1,0,
321,319,1,0,
321,319,1,0,
321,319,2,0,
321,319,2,0,
321,319,2,0,
321,319,2,0,
321,319,3,0,
11,72,1,0,
11,72,1,0,
11,72,2,0,
11,72,3,0,
11,72,3,0,
11,72,3,0,
11,72,3,0,
11,72,3,0,
11,72,3,0,
11,72,3,0,
11,72,0,2.01589226722717,
315,307,1,0,
315,307,1,0,
315,307,1,0,
315,307,1,0,
315,307,2,0,
315,307,2,0,
315,307,2,0,
315,307,2,0,
315,307,2,0,
315,307,3,0,
12,334,1,0,
12,334,1,0,
12,334,1,0,
12,334,2,0,
12,334,2,0,
12,334,2,0,
12,334,2,0,
12,334,3,0,
12,334,4,0,
24,310,1,0,
24,310,1,0,
24,310,2,0,
