Angle1,Angle2,State,Result,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,1,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,2,0,
284,291,3,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,1,0,
340,16,2,0,
340,16,2,0,
340,16,2,0,
340,16,2,0,
340,16,2,0,
340,16,2,0,
340,16,2,0,
340,16,3,0,
340,16,3,0,
340,16,3,0,
296,331,1,0,
296,331,1,0,
296,331,1,0,
296,331,1,0,
296,331,1,0,
296,331,2,0,
296,331,2,0,
296,331,2,0,
296,331,2,0,
40,331,1,0,
40,331,2,0,
40,331,2,0,
40,331,2,0,
40,331,2,0,
40,331,3,0,
40,331,3,0,
40,331,3,0,
40,331,0,8.96132850646973,
305,307,1,0,
305,307,1,0,
305,307,1,0,
305,307,1,0,
305,307,1,0,
305,307,2,0,
305,307,2,0,
305,307,2,0,
305,307,2,0,
305,307,3,0,
279,11,1,0,
279,11,1,0,
279,11,1,0,
279,11,1,0,
279,11,1,0,
279,11,2,0,
279,11,2,0,
279,11,2,0,
279,11,4,0,
291,287,1,0,
291,287,1,0,
291,287,1,0,
291,287,1,0,
291,287,1,0,
291,287,2,0,
291,287,2,0,
291,287,2,0,
291,287,2,0,
291,287,2,0,
291,287,2,0,
275,81,1,0,
275,81,1,0,
275,81,1,0,
275,81,1,0,
275,81,1,0,
275,81,1,0,
275,81,3,0,
275,81,0,6.14954519271851,
82,322,1,0,
82,322,2,0,
82,322,2,0,
82,322,2,0,
82,322,2,0,
82,322,3,0,
82,322,3,0,
82,322,3,0,
82,322,3,0,
82,322,3,0,
82,322,0,11.9787693023682,
34,83,1,0,
34,83,1,0,
34,83,3,0,
34,83,3,0,
34,83,3,0,
34,83,3,0,
34,83,3,0,
34,83,3,0,
34,83,3,0,
331,80,1,0,
331,80,1,0,
331,80,1,0,
331,80,2,0,
331,80,3,0,
331,80,3,0,
331,80,3,0,
331,80,3,0,
331,80,3,0,
331,80,3,0,
33,345,1,0,
33,345,2,0,
33,345,2,0,
33,345,2,0,
33,345,2,0,
33,345,3,0,
33,345,3,0,
33,345,3,0,
33,345,3,0,
331,26,1,0,
331,26,1,0,
331,26,1,0,
331,26,1,0,
331,26,2,0,
331,26,2,0,
331,26,3,0,
331,26,3,0,
331,26,0,7.56540584564209,
66,47,2,0,
66,47,2,0,
66,47,3,0,
66,47,3,0,
66,47,3,0,
66,47,3,0,
66,47,3,0,
66,47,3,0,
66,47,3,0,
81,289,2,0,
81,289,2,0,
81,289,2,0,
81,289,2,0,
81,289,2,0,
81,289,2,0,
81,289,3,0,
81,289,3,0,
22,51,1,0,
22,51,1,0,
22,51,1,0,
22,51,2,0,
22,51,3,0,
22,51,3,0,
22,51,3,0,
22,51,3,0,
22,51,3,0,
22,51,3,0,
22,51,3,0,
10,46,1,0,
10,46,1,0,
10,46,2,0,
10,46,2,0,
10,46,3,0,
10,46,3,0,
10,46,3,0,
10,46,3,0,
10,46,3,0,
10,46,3,0,
353,340,1,0,
353,340,1,0,
353,340,1,0,
353,340,2,0,
353,340,2,0,
353,340,2,0,
353,340,2,0,
353,340,3,0,
60,44,1,0,
60,44,2,0,
60,44,2,0,
60,44,3,0,
60,44,3,0,
60,44,3,0,
60,44,3,0,
60,44,3,0,
60,44,3,0,
60,44,3,0,
65,340,1,-8.10154819488525,
65,340,2,-8.10154819488525,
65,340,2,-8.10154819488525,
65,340,2,-8.10154819488525,
65,340,3,-8.10154819488525,
65,340,3,-8.10154819488525,
65,340,3,-8.10154819488525,
65,340,3,-8.10154819488525,
65,340,3,-8.10154819488525,
65,340,3,-8.10154819488525,
10,25.2,1,12.033597946167,
10,25.2,1,12.033597946167,
10,25.2,1,12.033597946167,
10,25.2,2,12.033597946167,
10,25.2,2,12.033597946167,
10,25.2,3,12.033597946167,
10,25.2,3,12.033597946167,
10,25.2,3,12.033597946167,
10,25.2,3,12.033597946167,
10,25.2,3,12.033597946167,
10,25.2,1,13.8486194610596,
10,25.2,1,13.8486194610596,
10,25.2,1,13.8486194610596,
10,25.2,2,13.8486194610596,
10,25.2,2,13.8486194610596,
10,25.2,3,13.8486194610596,
10,25.2,3,13.8486194610596,
10,25.2,3,13.8486194610596,
10,25.2,3,13.8486194610596,
10,25.2,3,13.8486194610596,
52,350,1,0,
52,350,1,0,
52,350,2,0,
52,350,2,0,
52,350,2,0,
52,350,3,0,
52,350,3,0,
52,350,3,0,
52,350,3,0,
52,350,3,0,
52,350,0,12.6621055603027,
35,288,1,12.6621055603027,
35,288,1,12.6621055603027,
35,288,2,12.6621055603027,
35,288,2,12.6621055603027,
35,288,2,12.6621055603027,
35,288,2,12.6621055603027,
35,288,2,12.6621055603027,
35,288,3,12.6621055603027,
344,29,1,1.81836080551147,
344,29,1,1.81836080551147,
344,29,1,1.81836080551147,
344,29,1,1.81836080551147,
344,29,2,1.81836080551147,
344,29,2,1.81836080551147,
344,29,3,1.81836080551147,
344,29,3,1.81836080551147,
344,29,3,1.81836080551147,
335,334,1,0,
335,334,1,0,
335,334,1,0,
335,334,1,0,
335,334,2,0,
335,334,2,0,
335,334,2,0,
335,334,2,0,
335,334,3,0,
348,301,1,0,
348,301,1,0,
348,301,1,0,
348,301,2,0,
348,301,2,0,
348,301,2,0,
348,301,2,0,
348,301,2,0,
348,301,3,0,
20.8,11,1,1.24627351760864,
20.8,11,1,1.24627351760864,
20.8,11,2,1.24627351760864,
20.8,11,2,1.24627351760864,
20.8,11,2,1.24627351760864,
20.8,11,3,1.24627351760864,
20.8,11,3,1.24627351760864,
20.8,11,3,1.24627351760864,
20.8,11,3,1.24627351760864,
20.8,11,4,1.24627351760864,
25.6,14.4,1,12.9510192871094,
25.6,14.4,1,12.9510192871094,
25.6,14.4,1,12.9510192871094,
25.6,14.4,2,12.9510192871094,
25.6,14.4,2,12.9510192871094,
25.6,14.4,3,12.9510192871094,
25.6,14.4,3,12.9510192871094,
25.6,14.4,3,12.9510192871094,
25.6,14.4,3,12.9510192871094,
25.6,14.4,3,12.9510192871094,
25.6,14.4,4,12.9510192871094,
20.8,14.4,1,13.0418453216553,
20.8,14.4,1,13.0418453216553,
20.8,14.4,2,13.0418453216553,
20.8,14.4,2,13.0418453216553,
20.8,14.4,2,13.0418453216553,
20.8,14.4,3,13.0418453216553,
20.8,14.4,3,13.0418453216553,
20.8,14.4,3,13.0418453216553,
20.8,14.4,3,13.0418453216553,
20.8,14.4,3,13.0418453216553,
25.6,11,1,13.2913408279419,
25.6,11,1,13.2913408279419,
25.6,11,2,13.2913408279419,
25.6,11,2,13.2913408279419,
25.6,11,2,13.2913408279419,
25.6,11,3,13.2913408279419,
25.6,11,3,13.2913408279419,
25.6,11,3,13.2913408279419,
25.6,11,3,13.2913408279419,
25.6,11,3,13.2913408279419,
25.6,13.2,1,13.1526288986206,
25.6,13.2,1,13.1526288986206,
25.6,13.2,1,13.1526288986206,
25.6,13.2,2,13.1526288986206,
25.6,13.2,2,13.1526288986206,
25.6,13.2,3,13.1526288986206,
25.6,13.2,3,13.1526288986206,
25.6,13.2,3,13.1526288986206,
25.6,13.2,3,13.1526288986206,
25.6,13.2,3,13.1526288986206,
25.6,13.2,0,13.1526279449463,
25.6,13.2,1,13.1526279449463,
25.6,13.2,1,13.1526279449463,
25.6,13.2,2,13.1526279449463,
25.6,13.2,2,13.1526279449463,
25.6,13.2,3,13.1526279449463,
25.6,13.2,3,13.1526279449463,
25.6,13.2,3,13.1526279449463,
25.6,13.2,3,13.1526279449463,
25.6,13.2,3,13.1526279449463,
25.6,13.2,4,13.1526279449463,
30.72,10.56,1,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,2,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,3,13.1526174545288,
30.72,10.56,1,12.9368667602539,
30.72,10.56,1,12.9368667602539,
30.72,10.56,2,12.9368667602539,
30.72,10.56,2,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,3,12.9368667602539,
30.72,10.56,1,12.9368543624878,
30.72,10.56,1,12.9368543624878,
30.72,10.56,2,12.9368543624878,
30.72,10.56,2,12.9368543624878,
30.72,10.56,2,12.9368543624878,
30.72,10.56,3,12.9368543624878,
30.72,10.56,3,12.9368543624878,
30.72,10.56,3,12.9368543624878,
30.72,10.56,3,12.9368543624878,
30.72,10.56,3,12.9368543624878,
30.72,12.672,1,12.936842918396,
30.72,12.672,1,12.936842918396,
30.72,12.672,2,12.936842918396,
30.72,12.672,2,12.936842918396,
30.72,12.672,2,12.936842918396,
30.72,12.672,3,12.936842918396,
30.72,12.672,3,12.936842918396,
30.72,12.672,3,12.936842918396,
30.72,12.672,3,12.936842918396,
30.72,12.672,3,12.936842918396,
30.72,12.672,1,12.7406759262085,
30.72,12.672,1,12.7406759262085,
30.72,12.672,2,12.7406759262085,
30.72,12.672,2,12.7406759262085,
30.72,12.672,2,12.7406759262085,
30.72,12.672,3,12.7406759262085,
30.72,12.672,3,12.7406759262085,
30.72,12.672,3,12.7406759262085,
30.72,12.672,3,12.7406759262085,
30.72,12.672,3,12.7406759262085,
30.72,12.672,4,12.7406759262085,
36.864,10.1376,1,12.7406663894653,
36.864,10.1376,2,12.7406663894653,
36.864,10.1376,2,12.7406663894653,
36.864,10.1376,2,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,10.1376,3,12.7406663894653,
36.864,12.16512,1,12.3588876724243,
36.864,12.16512,1,12.3588876724243,
36.864,12.16512,2,12.3588876724243,
36.864,12.16512,2,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
36.864,12.16512,3,12.3588876724243,
29.4912,12.16512,1,11.9857902526855,
29.4912,12.16512,1,11.9857902526855,
29.4912,12.16512,2,11.9857902526855,
29.4912,12.16512,2,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,12.16512,3,11.9857902526855,
29.4912,11.6785152,1,12.9884557723999,
29.4912,11.6785152,1,12.9884557723999,
29.4912,11.6785152,2,12.9884557723999,
29.4912,11.6785152,2,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,3,12.9884557723999,
29.4912,11.6785152,1,12.9884424209595,
29.4912,11.6785152,1,12.9884424209595,
29.4912,11.6785152,2,12.9884424209595,
29.4912,11.6785152,2,12.9884424209595,
29.4912,11.6785152,2,12.9884424209595,
29.4912,11.6785152,3,12.9884424209595,
29.4912,11.6785152,3,12.9884424209595,
29.4912,11.6785152,3,12.9884424209595,
29.4912,11.6785152,3,12.9884424209595,
29.4912,11.6785152,3,12.9884424209595,
35.38944,11.6785152,1,12.988429069519,
35.38944,11.6785152,1,12.988429069519,
35.38944,11.6785152,2,12.988429069519,
35.38944,11.6785152,2,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,11.6785152,3,12.988429069519,
35.38944,14.01421824,1,12.4069166183472,
35.38944,14.01421824,1,12.4069166183472,
35.38944,14.01421824,2,12.4069166183472,
35.38944,14.01421824,2,12.4069166183472,
35.38944,14.01421824,2,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,14.01421824,3,12.4069166183472,
35.38944,16.817061888,1,12.0338439941406,
35.38944,16.817061888,1,12.0338439941406,
35.38944,16.817061888,2,12.0338439941406,
35.38944,16.817061888,2,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,3,12.0338439941406,
35.38944,16.817061888,1,11.5699710845947,
35.38944,16.817061888,1,11.5699710845947,
35.38944,16.817061888,2,11.5699710845947,
35.38944,16.817061888,2,11.5699710845947,
35.38944,16.817061888,2,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,3,11.5699710845947,
35.38944,16.817061888,1,11.5699815750122,
35.38944,16.817061888,1,11.5699815750122,
35.38944,16.817061888,2,11.5699815750122,
35.38944,16.817061888,2,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,3,11.5699815750122,
35.38944,16.817061888,0,11.5699787139893,
35.38944,16.817061888,1,11.5699787139893,
35.38944,16.817061888,2,11.5699787139893,
35.38944,16.817061888,2,11.5699787139893,
35.38944,16.817061888,2,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
35.38944,16.817061888,3,11.5699787139893,
42.467328,13.4536495104,1,11.5699815750122,
42.467328,13.4536495104,1,11.5699815750122,
42.467328,13.4536495104,2,11.5699815750122,
42.467328,13.4536495104,2,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,3,11.5699815750122,
42.467328,13.4536495104,1,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,1,10.8761348724365,
42.467328,13.4536495104,1,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,2,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
42.467328,13.4536495104,3,10.8761348724365,
50.9607936,10.76291960832,1,10.8761348724365,
50.9607936,10.76291960832,2,10.8761348724365,
50.9607936,10.76291960832,2,10.8761348724365,
50.9607936,10.76291960832,2,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,3,10.8761348724365,
50.9607936,10.76291960832,1,9.24998664855957,
50.9607936,10.76291960832,2,9.24998664855957,
50.9607936,10.76291960832,2,9.24998664855957,
50.9607936,10.76291960832,2,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,3,9.24998664855957,
50.9607936,10.76291960832,4,9.24998664855957,
50.9607936,10.76291960832,1,9.25000286102295,
50.9607936,10.76291960832,2,9.25000286102295,
50.9607936,10.76291960832,2,9.25000286102295,
50.9607936,10.76291960832,2,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,3,9.25000286102295,
50.9607936,10.76291960832,1,9.24997997283936,
50.9607936,10.76291960832,1,9.24997997283936,
50.9607936,10.76291960832,2,9.24997997283936,
50.9607936,10.76291960832,2,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
50.9607936,10.76291960832,3,9.24997997283936,
12,293,1,0,
12,293,1,0,
12,293,1,0,
12,293,2,0,
12,293,2,0,
12,293,2,0,
12,293,2,0,
12,293,2,0,
12,293,3,0,
302,314,1,0,
302,314,1,0,
302,314,1,0,
302,314,1,0,
302,314,1,0,
302,314,2,0,
302,314,2,0,
302,314,2,0,
302,314,2,0,
302,314,2,0,
293,66,1,1.49144566059113,
293,66,1,1.49144566059113,
293,66,1,1.49144566059113,
293,66,1,1.49144566059113,
293,66,1,1.49144566059113,
293,66,2,1.49144566059113,
293,66,3,1.49144566059113,
293,66,3,1.49144566059113,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,1,7.93814277648926,
234.4,62,2,7.93814277648926,
234.4,62,3,7.93814277648926,
331,345,1,0,
331,345,1,0,
331,345,1,0,
331,345,1,0,
331,345,2,0,
331,345,2,0,
331,345,2,0,
331,345,2,0,
331,345,0,3.92329120635986,
62,41,1,3.92329120635986,
62,41,2,3.92329120635986,
62,41,2,3.92329120635986,
62,41,3,3.92329120635986,
62,41,3,3.92329120635986,
62,41,3,3.92329120635986,
62,41,4,3.92329120635986,
282,70,1,-7.14809322357178,
282,70,1,-7.14809322357178,
282,70,1,-7.14809322357178,
282,70,1,-7.14809322357178,
282,70,1,-7.14809322357178,
282,70,1,-7.14809322357178,
282,70,2,-7.14809322357178,
282,70,3,-7.14809322357178,
282,70,1,6.94638013839722,
282,70,1,6.94638013839722,
282,70,1,6.94638013839722,
282,70,1,6.94638013839722,
282,70,1,6.94638013839722,
282,70,1,6.94638013839722,
282,70,2,6.94638013839722,
282,70,3,6.94638013839722,
282,84,1,6.94637823104858,
