Angle1,Angle2,State,Result,
44,341,1,0,
44,341,1,0,
44,341,1,0,
44,341,1,0,
44,341,2,0,
44,341,2,0,
44,341,2,0,
44,341,2,0,
44,341,2,0,
44,341,2,0,
44,341,3,0,
44,341,3,0,
44,341,3,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,1,0,
301,26,2,0,
301,26,2,0,
301,26,2,0,
301,26,2,0,
301,26,2,0,
301,26,2,0,
301,26,3,0,
301,26,4,0,
325,297,1,0,
325,297,1,0,
325,297,1,0,
325,297,1,0,
325,297,1,0,
325,297,2,0,
325,297,2,0,
325,297,2,0,
325,297,2,0,
325,297,2,0,
53,311,1,0,
53,311,2,0,
53,311,2,0,
53,311,2,0,
53,311,2,0,
53,311,2,0,
53,311,3,0,
53,311,3,0,
53,311,0,7.268150806427,
292,10,1,0,
292,10,1,0,
292,10,1,0,
292,10,1,0,
292,10,1,0,
292,10,2,0,
292,10,2,0,
292,10,2,0,
292,10,3,0,
332,25,1,0,
332,25,1,0,
332,25,1,0,
332,25,1,0,
332,25,2,0,
332,25,2,0,
332,25,3,0,
332,25,3,0,
53,353,1,0,
53,353,2,0,
53,353,2,0,
53,353,2,0,
53,353,3,0,
53,353,3,0,
53,353,3,0,
53,353,3,0,
53,353,3,0,
53,353,3,0,
275,49,1,0,
275,49,1,0,
275,49,1,0,
275,49,1,0,
275,49,1,0,
275,49,1,0,
275,49,2,0,
275,49,0,2.97922778129578,
15,54,1,0,
15,54,1,0,
15,54,1,0,
15,54,2,0,
15,54,3,0,
15,54,3,0,
15,54,3,0,
15,54,3,0,
15,54,3,0,
15,54,3,0,
15,54,3,0,
72,47,1,0,
72,47,2,0,
72,47,3,0,
72,47,3,0,
72,47,3,0,
72,47,3,0,
72,47,3,0,
72,47,3,0,
72,47,3,0,
348,0,1,0,
348,0,1,0,
348,0,1,0,
348,0,2,0,
348,0,2,0,
348,0,2,0,
348,0,3,0,
348,0,3,0,
43,7,1,0,
43,7,2,0,
43,7,2,0,
43,7,2,0,
43,7,3,0,
43,7,3,0,
43,7,3,0,
43,7,3,0,
43,7,3,0,
43,7,3,0,
68,295,1,0,
68,295,2,0,
68,295,2,0,
68,295,2,0,
