Angle1,Angle2,State,Result,
47,340,1,0,
47,340,2,0,
47,340,2,0,
47,340,2,0,
47,340,2,0,
47,340,3,0,
47,340,3,0,
47,340,0,10.760721206665,
313,24,1,10.760721206665,
313,24,1,10.760721206665,
313,24,1,10.760721206665,
313,24,1,10.760721206665,
313,24,2,10.760721206665,
313,24,2,10.760721206665,
313,24,2,10.760721206665,
313,24,3,10.760721206665,
49.28,340,1,5.58117866516113,
49.28,340,1,5.58117866516113,
49.28,340,2,5.58117866516113,
49.28,340,2,5.58117866516113,
49.28,340,2,5.58117866516113,
49.28,340,3,5.58117866516113,
49.28,340,3,5.58117866516113,
49.28,340,3,5.58117866516113,
