Angle1,Angle2,State,Result,
61,25,1,0,
61,25,1,0,
61,25,1,0,
61,25,2,0,
61,25,2,0,
61,25,2,0,
61,25,2,0,
61,25,2,0,
61,25,3,0,
61,25,3,0,
61,25,3,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,1,0,
279,47,2,0,
279,47,2,0,
279,47,2,0,
279,47,2,0,
279,47,3,0,
330,26,1,0,
330,26,1,0,
330,26,1,0,
330,26,1,0,
330,26,2,0,
330,26,2,0,
330,26,3,0,
330,26,3,0,
330,26,4,0,
28,77,1,0,
28,77,1,0,
28,77,2,0,
28,77,3,0,
28,77,3,0,
28,77,3,0,
28,77,3,0,
28,77,3,0,
28,77,3,0,
28,77,3,0,
45,43,1,0,
45,43,2,0,
45,43,2,0,
45,43,3,0,
45,43,3,0,
45,43,3,0,
45,43,3,0,
45,43,3,0,
45,43,3,0,
45,43,3,0,
45,43,4,0,
18,24,1,0,
18,24,1,0,
18,24,2,0,
18,24,2,0,
18,24,2,0,
18,24,3,0,
18,24,3,0,
18,24,3,0,
18,24,3,0,
18,24,3,0,
49,301,1,0,
49,301,2,0,
49,301,2,0,
49,301,2,0,
49,301,2,0,
49,301,2,0,
49,301,3,0,
49,301,3,0,
286,59,1,0,
286,59,1,0,
286,59,1,0,
286,59,1,0,
286,59,1,0,
286,59,1,0,
286,59,2,0,
286,59,3,0,
16,70,1,0,
16,70,1,0,
16,70,1,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
16,70,3,0,
12,347,1,0,
12,347,1,0,
12,347,1,0,
12,347,2,0,
12,347,2,0,
12,347,2,0,
12,347,3,0,
12,347,3,0,
12,347,4,0,
13,324,1,0,
13,324,1,0,
13,324,2,0,
13,324,2,0,
13,324,2,0,
13,324,2,0,
13,324,2,0,
13,324,3,0,
340,25,1,0,
340,25,1,0,
340,25,1,0,
340,25,1,0,
340,25,2,0,
340,25,2,0,
340,25,3,0,
340,25,3,0,
340,25,3,0,
330,277,1,0,
330,277,1,0,
330,277,1,0,
330,277,1,0,
330,277,2,0,
330,277,2,0,
330,277,2,0,
330,277,2,0,
330,277,2,0,
330,277,2,0,
330,277,0,0.408808708190918,
296,15,1,0,
296,15,1,0,
296,15,1,0,
