Angle1,Angle2,State,Result,
312,81,1,0,
312,81,1,0,
312,81,1,0,
312,81,1,0,
312,81,1,0,
312,81,3,0,
312,81,3,0,
312,81,3,0,
61.6,340,1,12.7129497528076,
61.6,340,2,12.7129497528076,
61.6,340,2,12.7129497528076,
61.6,340,2,12.7129497528076,
61.6,340,2,12.7129497528076,
61.6,340,3,12.7129497528076,
61.6,340,3,12.7129497528076,
61.6,340,3,12.7129497528076,
49.28,340,1,10.4059066772461,
49.28,340,1,10.4059066772461,
49.28,340,2,10.4059066772461,
49.28,340,2,10.4059066772461,
49.28,340,2,10.4059066772461,
49.28,340,3,10.4059066772461,
49.28,340,3,10.4059066772461,
49.28,340,3,10.4059066772461,
