Angle1,Angle2,State,Result,
34,52,1,0,
34,52,1,0,
34,52,2,0,
34,52,2,0,
34,52,3,0,
34,52,3,0,
34,52,3,0,
34,52,3,0,
41,19,1,-0.471972614526749,
41,19,2,-0.471972614526749,
41,19,2,-0.471972614526749,
41,19,3,-0.471972614526749,
41,19,3,-0.471972614526749,
41,19,3,-0.471972614526749,
41,19,3,-0.471972614526749,
49.28,340,1,7.45187187194824,
49.28,340,2,7.45187187194824,
49.28,340,2,7.45187187194824,
49.28,340,2,7.45187187194824,
49.28,340,2,7.45187187194824,
49.28,340,3,7.45187187194824,
49.28,340,3,7.45187187194824,
49.28,340,3,7.45187187194824,
