Angle1,Angle2,State,Result,
58,83,1,0,
58,83,1,0,
58,83,1,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,2,0,
58,83,3,0,
58,83,3,0,
58,83,0,-3.44735741615295,
321,58,1,0,
321,58,1,0,
321,58,1,0,
321,58,1,0,
321,58,2,0,
321,58,3,0,
321,58,3,0,
321,58,3,0,
321,58,3,0,
13,348,1,0,
13,348,1,0,
13,348,1,0,
13,348,2,0,
13,348,2,0,
13,348,2,0,
13,348,3,0,
13,348,3,0,
13,348,3,0,
326,303,1,0,
326,303,1,0,
326,303,1,0,
326,303,1,0,
326,303,2,0,
326,303,2,0,
326,303,2,0,
326,303,2,0,
326,303,2,0,
326,303,3,0,
299,47,1,0,
299,47,1,0,
299,47,1,0,
299,47,1,0,
299,47,1,0,
299,47,2,0,
299,47,3,0,
299,47,3,0,
287,306,1,0,
287,306,1,0,
287,306,1,0,
287,306,1,0,
287,306,1,0,
287,306,1,0,
287,306,2,0,
287,306,2,0,
287,306,2,0,
287,306,2,0,
287,306,3,0,
298,336,1,0,
298,336,1,0,
298,336,1,0,
298,336,1,0,
298,336,1,0,
298,336,2,0,
298,336,2,0,
298,336,2,0,
298,336,2,0,
298,336,4,0,
41,312,1,0,
41,312,2,0,
41,312,2,0,
41,312,2,0,
41,312,2,0,
41,312,2,0,
41,312,3,0,
41,312,3,0,
274,6,1,0,
274,6,1,0,
274,6,1,0,
274,6,1,0,
274,6,1,0,
274,6,2,0,
274,6,2,0,
274,6,2,0,
274,6,3,0,
284,18,1,0,
284,18,1,0,
284,18,1,0,
284,18,1,0,
284,18,1,0,
284,18,2,0,
284,18,2,0,
284,18,2,0,
314,350,1,0,
314,350,1,0,
314,350,1,0,
314,350,1,0,
314,350,1,0,
314,350,2,0,
314,350,2,0,
314,350,2,0,
314,350,3,0,
280,74,1,0,
280,74,1,0,
280,74,1,0,
280,74,1,0,
280,74,1,0,
280,74,1,0,
280,74,3,0,
280,74,3,0,
358,338,1,0,
358,338,1,0,
358,338,1,0,
358,338,2,0,
