Angle1,Angle2,State,Result,
67,337,1,0,
67,337,1,0,
67,337,2,0,
67,337,2,0,
67,337,2,0,
67,337,2,0,
67,337,3,0,
67,337,3,0,
67,337,3,0,
67,29,1,0,
67,29,2,0,
67,29,2,0,
67,29,3,0,
67,29,3,0,
67,29,3,0,
67,29,3,0,
67,29,3,0,
67,29,3,0,
67,29,3,0,
328,343,1,0,
328,343,1,0,
328,343,1,0,
328,343,1,0,
328,343,2,0,
328,343,2,0,
328,343,2,0,
328,343,2,0,
328,343,3,0,
22,315,1,0,
22,315,1,0,
22,315,2,0,
22,315,2,0,
22,315,2,0,
22,315,2,0,
22,315,3,0,
22,315,4,0,
44,86,1,0,
44,86,1,0,
44,86,3,0,
44,86,3,0,
44,86,3,0,
44,86,3,0,
44,86,3,0,
44,86,0,-14.5689945220947,
287,29,1,0,
287,29,1,0,
287,29,1,0,
287,29,1,0,
287,29,1,0,
287,29,2,0,
287,29,2,0,
287,29,3,0,
347,280,1,0,
347,280,1,0,
347,280,1,0,
347,280,2,0,
347,280,2,0,
347,280,2,0,
347,280,2,0,
347,280,2,0,
347,280,2,0,
353,46,1,0,
353,46,1,0,
353,46,1,0,
353,46,2,0,
353,46,2,0,
353,46,3,0,
353,46,3,0,
353,46,3,0,
353,46,3,0,
353,46,3,0,
353,46,0,14.322847366333,
308,299,1,0,
308,299,1,0,
308,299,1,0,
308,299,1,0,
308,299,2,0,
308,299,2,0,
308,299,2,0,
308,299,2,0,
308,299,2,0,
308,299,3,0,
359,313,1,0,
359,313,1,0,
359,313,1,0,
359,313,2,0,
359,313,2,0,
359,313,2,0,
359,313,2,0,
359,313,3,0,
44,29,1,0,
44,29,1,0,
44,29,2,0,
44,29,2,0,
44,29,3,0,
44,29,3,0,
44,29,3,0,
44,29,3,0,
44,29,3,0,
44,29,3,0,
44,29,3,0,
41,70,1,0,
41,70,2,0,
41,70,3,0,
41,70,3,0,
41,70,3,0,
41,70,3,0,
41,70,3,0,
41,70,3,0,
41,70,3,0,
40,29,1,0,
40,29,1,0,
40,29,2,0,
40,29,2,0,
40,29,3,0,
40,29,3,0,
40,29,3,0,
40,29,3,0,
40,29,3,0,
40,29,3,0,
40,29,3,0,
54,84,1,0,
54,84,3,0,
54,84,3,0,
54,84,3,0,
54,84,3,0,
54,84,3,0,
337,43,1,0,
337,43,1,0,
337,43,1,0,
337,43,2,0,
337,43,2,0,
337,43,3,0,
337,43,3,0,
337,43,3,0,
337,43,3,0,
303,82,1,0,
303,82,1,0,
303,82,1,0,
303,82,1,0,
303,82,1,0,
303,82,3,0,
303,82,3,0,
303,82,3,0,
303,82,3,0,
48,85,1,0,
48,85,1,0,
48,85,3,0,
48,85,3,0,
48,85,3,0,
48,85,3,0,
48,85,3,0,
48,85,0,-14.653639793396,
10,299,1,-14.653639793396,
10,299,1,-14.653639793396,
10,299,1,-14.653639793396,
10,299,2,-14.653639793396,
10,299,2,-14.653639793396,
10,299,2,-14.653639793396,
10,299,2,-14.653639793396,
10,299,2,-14.653639793396,
10,299,0,1.98024439811707,
65,299,1,1.98024439811707,
65,299,2,1.98024439811707,
65,299,2,1.98024439811707,
65,299,2,1.98024439811707,
65,299,2,1.98024439811707,
65,299,2,1.98024439811707,
65,299,3,1.98024439811707,
65,299,3,1.98024439811707,
51,6,1,0,
51,6,2,0,
51,6,2,0,
51,6,2,0,
51,6,3,0,
51,6,3,0,
51,6,3,0,
51,6,3,0,
51,6,3,0,
51,6,3,0,
51,6,0,10.9666976928711,
344,0,1,10.9666976928711,
344,0,1,10.9666976928711,
344,0,1,10.9666976928711,
344,0,2,10.9666976928711,
344,0,2,10.9666976928711,
344,0,2,10.9666976928711,
344,0,3,10.9666976928711,
344,0,3,10.9666976928711,
310,288,1,5.51050710678101,
310,288,1,5.51050710678101,
310,288,1,5.51050710678101,
310,288,1,5.51050710678101,
310,288,2,5.51050710678101,
310,288,2,5.51050710678101,
310,288,2,5.51050710678101,
310,288,2,5.51050710678101,
310,288,2,5.51050710678101,
310,288,2,5.51050710678101,
302,290,1,0,
302,290,1,0,
302,290,1,0,
302,290,1,0,
302,290,1,0,
302,290,2,0,
302,290,2,0,
302,290,2,0,
302,290,2,0,
