Angle1,Angle2,State,Result,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,1,0,
317,3,2,0,
317,3,2,0,
317,3,2,0,
317,3,2,0,
317,3,2,0,
317,3,2,0,
317,3,3,0,
317,3,3,0,
36,321,1,0,
36,321,1,0,
36,321,1,0,
36,321,1,0,
36,321,1,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,2,0,
36,321,3,0,
36,321,3,0,
291,276,1,0,
291,276,1,0,
291,276,1,0,
291,276,1,0,
291,276,1,0,
291,276,1,0,
291,276,2,0,
291,276,2,0,
291,276,2,0,
291,276,2,0,
291,276,2,0,
291,276,2,0,
67,347,1,0,
67,347,2,0,
67,347,2,0,
67,347,2,0,
67,347,3,0,
67,347,3,0,
67,347,3,0,
67,347,3,0,
67,347,3,0,
67,347,3,0,
67,347,3,0,
50,309,1,0,
50,309,1,0,
50,309,2,0,
50,309,2,0,
50,309,2,0,
50,309,2,0,
50,309,3,0,
50,309,3,0,
288,14,1,0,
288,14,1,0,
288,14,1,0,
288,14,1,0,
288,14,1,0,
288,14,2,0,
288,14,2,0,
288,14,2,0,
318,331,1,0,
318,331,1,0,
318,331,1,0,
318,331,1,0,
318,331,1,0,
318,331,2,0,
318,331,2,0,
318,331,2,0,
318,331,2,0,
310,2,1,0,
310,2,1,0,
310,2,1,0,
310,2,1,0,
310,2,2,0,
310,2,2,0,
310,2,2,0,
310,2,3,0,
343,60,1,0,
343,60,1,0,
343,60,1,0,
343,60,2,0,
343,60,3,0,
343,60,3,0,
343,60,3,0,
343,60,3,0,
343,60,3,0,
343,60,3,0,
70,336,1,0,
70,336,2,0,
70,336,2,0,
70,336,2,0,
70,336,3,0,
70,336,3,0,
70,336,3,0,
70,336,3,0,
70,336,3,0,
70,336,3,0,
330,57,1,0,
330,57,1,0,
330,57,1,0,
330,57,1,0,
330,57,2,0,
330,57,3,0,
330,57,3,0,
330,57,3,0,
330,57,3,0,
61,290,1,0,
61,290,2,0,
61,290,2,0,
61,290,2,0,
61,290,2,0,
61,290,2,0,
61,290,3,0,
61,290,3,0,
67,273,1,0,
67,273,2,0,
67,273,2,0,
67,273,2,0,
67,273,2,0,
67,273,2,0,
67,273,2,0,
67,273,3,0,
290,297,1,0,
290,297,1,0,
290,297,1,0,
290,297,1,0,
290,297,1,0,
290,297,2,0,
290,297,2,0,
290,297,2,0,
290,297,2,0,
290,297,2,0,
290,297,3,0,
308,13,1,0,
308,13,1,0,
308,13,1,0,
308,13,1,0,
308,13,2,0,
308,13,2,0,
308,13,2,0,
308,13,3,0,
345,281,1,0,
345,281,1,0,
345,281,1,0,
345,281,1,0,
345,281,2,0,
345,281,2,0,
345,281,2,0,
345,281,2,0,
345,281,2,0,
345,281,3,0,
73,334,2,0,
73,334,2,0,
73,334,2,0,
73,334,2,0,
73,334,3,0,
73,334,3,0,
73,334,3,0,
73,334,3,0,
73,334,3,0,
73,334,3,0,
326,64,1,0,
326,64,1,0,
326,64,1,0,
326,64,1,0,
326,64,2,0,
326,64,3,0,
326,64,3,0,
326,64,3,0,
326,64,3,0,
326,64,3,0,
27,65,1,0,
27,65,1,0,
27,65,2,0,
27,65,3,0,
27,65,3,0,
27,65,3,0,
27,65,3,0,
27,65,3,0,
27,65,3,0,
27,65,3,0,
342,21,1,-2.43696665763855,
342,21,1,-2.43696665763855,
342,21,1,-2.43696665763855,
342,21,1,-2.43696665763855,
342,21,2,-2.43696665763855,
342,21,2,-2.43696665763855,
342,21,3,-2.43696665763855,
342,21,3,-2.43696665763855,
342,21,4,-2.43696665763855,
342,340,1,8.66345119476318,
342,340,1,8.66345119476318,
342,340,1,8.66345119476318,
342,340,1,8.66345119476318,
342,340,2,8.66345119476318,
342,340,2,8.66345119476318,
342,340,2,8.66345119476318,
342,340,3,8.66345119476318,
342,340,0,3.15901231765747,
10,25.2,1,3.15901231765747,
10,25.2,1,3.15901231765747,
10,25.2,1,3.15901231765747,
10,25.2,2,3.15901231765747,
10,25.2,2,3.15901231765747,
10,25.2,3,3.15901231765747,
10,25.2,3,3.15901231765747,
10,25.2,3,3.15901231765747,
10,25.2,3,3.15901231765747,
10,25.2,3,3.15901231765747,
342,313,1,0,
342,313,1,0,
342,313,1,0,
342,313,2,0,
342,313,2,0,
342,313,2,0,
342,313,2,0,
342,313,2,0,
342,313,3,0,
310,29,1,1.71986269950867,
310,29,1,1.71986269950867,
310,29,1,1.71986269950867,
310,29,1,1.71986269950867,
310,29,2,1.71986269950867,
310,29,2,1.71986269950867,
310,29,3,1.71986269950867,
310,29,3,1.71986269950867,
35,0,1,5.067214012146,
35,0,1,5.067214012146,
35,0,2,5.067214012146,
35,0,2,5.067214012146,
35,0,2,5.067214012146,
35,0,3,5.067214012146,
35,0,3,5.067214012146,
35,0,3,5.067214012146,
35,0,3,5.067214012146,
35,0,3,5.067214012146,
284,287,1,0,
284,287,1,0,
284,287,1,0,
284,287,1,0,
284,287,1,0,
284,287,2,0,
284,287,2,0,
284,287,2,0,
284,287,2,0,
284,287,2,0,
284,287,3,0,
32,14.4,1,0.443155318498611,
32,14.4,1,0.443155318498611,
32,14.4,2,0.443155318498611,
32,14.4,2,0.443155318498611,
32,14.4,3,0.443155318498611,
32,14.4,3,0.443155318498611,
32,14.4,3,0.443155318498611,
32,14.4,3,0.443155318498611,
32,14.4,3,0.443155318498611,
32,14.4,3,0.443155318498611,
20.8,11,1,12.4570188522339,
20.8,11,1,12.4570188522339,
20.8,11,1,12.4570188522339,
20.8,11,2,12.4570188522339,
20.8,11,2,12.4570188522339,
20.8,11,3,12.4570188522339,
20.8,11,3,12.4570188522339,
20.8,11,3,12.4570188522339,
20.8,11,3,12.4570188522339,
20.8,11,3,12.4570188522339,
20.8,14.4,1,12.9510164260864,
20.8,14.4,1,12.9510164260864,
20.8,14.4,1,12.9510164260864,
20.8,14.4,2,12.9510164260864,
20.8,14.4,2,12.9510164260864,
20.8,14.4,3,12.9510164260864,
20.8,14.4,3,12.9510164260864,
20.8,14.4,3,12.9510164260864,
20.8,14.4,3,12.9510164260864,
20.8,14.4,3,12.9510164260864,
20.8,14.4,1,13.2913398742676,
20.8,14.4,1,13.2913398742676,
20.8,14.4,1,13.2913398742676,
20.8,14.4,2,13.2913398742676,
20.8,14.4,2,13.2913398742676,
20.8,14.4,3,13.2913398742676,
20.8,14.4,3,13.2913398742676,
20.8,14.4,3,13.2913398742676,
20.8,14.4,3,13.2913398742676,
20.8,14.4,3,13.2913398742676,
25.6,13.2,1,13.2913379669189,
25.6,13.2,1,13.2913379669189,
25.6,13.2,2,13.2913379669189,
25.6,13.2,2,13.2913379669189,
