Angle1,Angle2,State,Result,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,1,0,
319,41,2,0,
319,41,3,0,
319,41,3,0,
319,41,4,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,1,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
346,290,2,0,
1,81,1,0,
1,81,1,0,
1,81,1,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
1,81,3,0,
346,348,1,0,
346,348,1,0,
346,348,1,0,
346,348,2,0,
346,348,2,0,
346,348,2,0,
346,348,2,0,
346,348,3,0,
28,318,1,0,
28,318,1,0,
28,318,2,0,
28,318,2,0,
28,318,2,0,
28,318,2,0,
28,318,2,0,
28,318,3,0,
349,277,1,0,
349,277,1,0,
349,277,1,0,
349,277,1,0,
349,277,2,0,
349,277,2,0,
349,277,2,0,
349,277,2,0,
349,277,2,0,
349,277,3,0,
46,15,1,0,
46,15,2,0,
46,15,2,0,
46,15,2,0,
46,15,3,0,
46,15,3,0,
46,15,3,0,
46,15,3,0,
46,15,3,0,
46,15,3,0,
46,15,0,9.40170288085938,
326,306,1,0,
326,306,1,0,
326,306,1,0,
326,306,1,0,
326,306,2,0,
326,306,2,0,
326,306,2,0,
326,306,2,0,
326,306,2,0,
326,306,4,0,
330,301,1,0,
330,301,1,0,
330,301,1,0,
330,301,1,0,
330,301,2,0,
330,301,2,0,
330,301,2,0,
330,301,2,0,
330,301,2,0,
330,301,3,0,
63,57,1,0,
63,57,2,0,
63,57,3,0,
63,57,3,0,
63,57,3,0,
63,57,3,0,
63,57,3,0,
63,57,3,0,
276,337,1,0,
276,337,1,0,
276,337,1,0,
276,337,1,0,
276,337,1,0,
276,337,1,0,
276,337,2,0,
276,337,2,0,
276,337,2,0,
276,337,2,0,
293,345,1,0,
293,345,1,0,
293,345,1,0,
293,345,1,0,
293,345,1,0,
293,345,2,0,
293,345,2,0,
293,345,2,0,
293,345,2,0,
17,56,1,0,
17,56,1,0,
17,56,2,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
17,56,3,0,
24,330,1,0,
24,330,1,0,
24,330,2,0,
24,330,2,0,
24,330,2,0,
24,330,2,0,
24,330,3,0,
24,330,3,0,
55,23,1,0,
55,23,2,0,
55,23,2,0,
55,23,3,0,
55,23,3,0,
55,23,3,0,
55,23,3,0,
55,23,3,0,
55,23,3,0,
55,23,3,0,
55,23,0,2.49865770339966,
68,16,1,0,
68,16,2,0,
68,16,2,0,
68,16,3,0,
68,16,3,0,
68,16,3,0,
68,16,3,0,
68,16,3,0,
68,16,3,0,
68,16,3,0,
68,16,0,-0.314397692680359,
81,328,1,0,
81,328,2,0,
81,328,2,0,
81,328,2,0,
81,328,2,0,
81,328,3,0,
81,328,3,0,
81,328,3,0,
81,328,3,0,
81,328,3,0,
81,328,3,0,
327,288,1,0,
327,288,1,0,
327,288,1,0,
327,288,1,0,
327,288,2,0,
327,288,2,0,
327,288,2,0,
327,288,2,0,
327,288,2,0,
327,288,2,0,
19,311,1,0,
19,311,1,0,
19,311,2,0,
19,311,2,0,
19,311,2,0,
19,311,2,0,
19,311,2,0,
19,311,3,0,
342,21,1,2.82503795623779,
342,21,1,2.82503795623779,
342,21,1,2.82503795623779,
342,21,1,2.82503795623779,
342,21,2,2.82503795623779,
342,21,2,2.82503795623779,
342,21,3,2.82503795623779,
342,21,3,2.82503795623779,
342,21,3,2.82503795623779,
10,25.2,1,8.72619724273682,
10,25.2,1,8.72619724273682,
10,25.2,1,8.72619724273682,
10,25.2,2,8.72619724273682,
10,25.2,2,8.72619724273682,
